OID,FID,GRP,LYR
2895,21067,1,11,
2896,21068,1,17,
2897,21069,1,12,
2898,21070,1,17,
2899,21071,1,17,
2900,21072,1,16,
2901,21073,1,12,
2902,21074,11,8,
2903,21075,1,17,
2904,21076,1,12,
2905,21077,1,12,
2906,21078,1,12,
2907,21079,7,10,
2908,21080,1,12,
2909,21081,65,2,
2910,21082,1,12,
2911,21083,1,12,
2912,21084,11,7,
2913,21085,1,16,
2914,21086,1,16,
2915,21087,94,1,
2916,21088,1,17,
2917,21089,1,16,
2918,21090,1,12,
2919,21091,1,17,
2920,21092,11,8,
2921,21093,1,16,
2922,21094,1,12,
2923,21095,15,8,
2924,21096,1,12,
2925,21097,48,2,
2926,21098,1,12,
2927,21099,1,12,
2928,21100,1,12,
2929,21101,1,17,
2930,21102,1,12,
2931,21103,7,10,
2932,21104,1,15,
2933,21105,1,17,
2934,21106,94,1,
2935,21107,3,15,
2936,21108,1,12,
2937,21109,1,17,
2938,21110,1,16,
2939,21111,1,17,
2940,21112,1,12,
2941,21113,11,8,
2942,21114,1,12,
2943,21115,-1,-1,
2944,21116,1,17,
2945,21117,-1,-1,
2946,21118,1,12,
2947,21119,37,2,
2948,21120,1,12,
2949,21121,1,16,
2950,21122,1,17,
2951,21123,1,17,
2952,21124,7,10,
2953,21125,1,16,
2954,21126,1,12,
2955,21127,1,12,
2956,21128,1,12,
2957,21129,1,15,
2958,21130,1,16,
2959,21131,1,16,
2960,21132,1,16,
2961,21133,1,12,
2962,21134,1,16,
2963,21135,1,16,
2964,21136,79,2,
2965,21137,1,16,
2966,21138,1,12,
2967,21139,1,16,
2968,21140,1,17,
2969,21141,31,7,
2970,21142,7,10,
2971,21143,1,17,
2972,21144,1,12,
2973,21145,7,10,
2974,21146,1,17,
2975,21147,1,17,
2976,21148,1,12,
2977,21149,81,3,
2978,21150,11,8,
2979,21151,1,17,
2980,21152,1,12,
2981,21153,16,8,
2982,21154,1,17,
2983,21155,1,16,
2984,21156,1,12,
2985,21157,1,12,
2986,21158,1,17,
2987,21159,1,12,
2988,21160,1,16,
2989,21161,1,12,
2990,21162,1,17,
2991,21163,1,12,
2992,21164,-1,-1,
2993,21165,1,16,
2994,21166,1,16,
2995,21167,1,16,
2996,21168,1,17,
2997,21169,1,17,
2998,21170,1,16,
2999,21171,7,10,
3000,21172,1,12,
3001,21173,3,15,
3002,21174,7,10,
3003,21175,1,17,
3004,21176,1,16,
3005,21177,1,16,
3006,21178,1,17,
3007,21179,1,17,
3008,21180,3,15,
3009,21181,11,9,
3010,21182,1,12,
3011,21183,3,15,
3012,21184,1,17,
3013,21185,1,16,
3014,21186,1,17,
3015,21187,1,17,
3016,21188,1,12,
3017,21189,1,12,
3018,21190,1,12,
3019,21191,3,15,
3020,21192,1,12,
3021,21193,1,17,
3022,21194,1,12,
3023,21195,1,16,
3024,21196,1,17,
3025,21197,1,11,
3026,21198,1,12,
3027,21199,7,11,
3028,21200,1,17,
3029,21201,-1,-1,
3030,21202,1,16,
3031,21203,1,12,
3032,21204,1,12,
3033,21205,1,17,
3034,21206,1,12,
3035,21207,1,11,
3036,21208,1,17,
3037,21209,1,12,
3038,21210,1,17,
3039,21211,1,17,
3040,21212,11,8,
3041,21213,1,17,
3042,21214,-1,-1,
3043,21215,1,12,
3044,21216,1,17,
3045,21217,1,16,
3046,21218,1,17,
3047,21219,1,16,
3048,21220,11,9,
3049,21221,11,9,
3050,21222,1,17,
3051,21223,31,8,
3052,21224,1,12,
3053,21225,-1,-1,
3054,21226,1,12,
3055,21227,55,2,
3056,21228,1,16,
3057,21229,1,12,
3058,21230,1,17,
3059,21231,1,17,
3060,21232,1,17,
3061,21233,1,16,
3062,21234,1,17,
3063,21235,1,17,
3064,21236,1,12,
3065,21237,1,12,
3066,21238,1,17,
3067,21239,-1,-1,
3068,21240,15,8,
3069,21241,1,13,
3070,21242,1,12,
3071,21243,1,16,
3072,21244,1,17,
3073,21245,1,17,
3074,21246,7,11,
3075,21247,1,16,
3076,21248,1,17,
3077,21249,1,13,
3078,21250,11,9,
3079,21251,1,16,
3080,21252,7,10,
3081,21253,1,13,
3082,21254,1,17,
3083,21255,1,12,
3084,21256,7,11,
3085,21257,89,1,
3086,21258,11,9,
3087,21259,1,17,
3088,21260,1,17,
3089,21261,1,17,
3090,21262,1,13,
3091,21263,1,17,
3092,21264,1,12,
3093,21265,3,16,
3094,21266,1,12,
3095,21267,1,13,
3096,21268,1,17,
3097,21269,1,12,
3098,21270,1,15,
3099,21271,1,17,
3100,21272,1,17,
3101,21273,1,13,
3102,21274,1,13,
3103,21275,11,9,
3104,21276,64,2,
3105,21277,1,17,
3106,21278,1,17,
3107,21279,7,10,
3108,21280,1,16,
3109,21281,1,17,
3110,21282,1,16,
3111,21283,1,16,
3112,21284,1,17,
3113,21285,1,13,
3114,21286,16,8,
3115,21287,1,13,
3116,21288,1,13,
3117,21289,1,17,
3118,21290,1,17,
3119,21291,-1,-1,
3120,21292,1,17,
3121,21293,1,13,
3122,21294,1,17,
3123,21295,-1,-1,
3124,21296,1,16,
3125,21297,11,9,
3126,21298,91,1,
3127,21299,1,13,
3128,21300,1,16,
3129,21301,1,16,
3130,21302,1,16,
3131,21303,-1,-1,
3132,21304,1,17,
3133,21305,11,9,
3134,21306,1,16,
3135,21307,1,16,
3136,21308,1,13,
3137,21309,1,13,
3138,21310,6,13,
3139,21311,16,8,
3140,21312,7,10,
3141,21313,1,13,
3142,21314,1,17,
3143,21315,1,13,
3144,21316,1,16,
3145,21317,1,17,
3146,21318,1,13,
3147,21319,1,17,
3148,21320,11,9,
3149,21321,11,9,
3150,21322,31,6,
3151,21323,1,18,
3152,21324,1,17,
3153,21325,3,16,
3154,21326,1,17,
3155,21327,1,13,
3156,21328,1,13,
3157,21329,11,9,
3158,21330,7,10,
3159,21331,1,17,
3160,21332,1,13,
3161,21333,1,13,
3162,21334,1,18,
3163,21335,1,13,
3164,21336,7,10,
3165,21337,1,17,
3166,21338,1,12,
3167,21339,1,16,
3168,21340,1,13,
3169,21341,11,9,
3170,21342,1,16,
3171,21343,81,4,
3172,21344,16,9,
3173,21345,7,10,
3174,21346,3,16,
3175,21347,1,17,
3176,21348,11,9,
3177,21349,11,9,
3178,21350,1,18,
3179,21351,65,2,
3180,21352,16,9,
3181,21353,1,17,
3182,21354,1,13,
3183,21355,1,17,
3184,21356,1,17,
3185,21357,-1,-1,
3186,21358,1,13,
3187,21359,1,18,
3188,21360,1,17,
3189,21361,1,17,
3190,21362,1,17,
3191,21363,1,16,
3192,21364,1,13,
3193,21365,1,12,
3194,21366,1,13,
3195,21367,55,2,
3196,21368,1,13,
3197,21369,1,16,
3198,21370,7,10,
3199,21371,3,16,
3200,21372,1,13,
3201,21373,1,13,
3202,21374,3,15,
3203,21375,1,13,
3204,21376,1,13,
3205,21377,-1,-1,
3206,21378,1,13,
3207,21379,1,17,
3208,21380,1,16,
3209,21381,48,2,
3210,21382,7,10,
3211,21383,11,9,
3212,21384,1,12,
3213,21385,1,16,
3214,21386,1,16,
3215,21387,1,12,
3216,21388,1,17,
3217,21389,1,17,
3218,21390,1,16,
3219,21391,1,13,
3220,21392,1,17,
3221,21393,1,16,
3222,21394,3,15,
3223,21395,1,16,
3224,21396,1,17,
3225,21397,1,17,
3226,21398,1,17,
3227,21399,72,1,
3228,21400,1,17,
3229,21401,55,2,
3230,21402,1,17,
3231,21403,1,18,
3232,21404,1,16,
3233,21405,-1,-1,
3234,21406,1,18,
3235,21407,1,18,
3236,21408,1,13,
3237,21409,7,11,
3238,21410,1,16,
3239,21411,-1,-1,
3240,21412,3,16,
3241,21413,3,16,
3242,21414,11,9,
3243,21415,1,17,
3244,21416,1,13,
3245,21417,31,8,
3246,21418,1,17,
3247,21419,1,13,
3248,21420,3,16,
3249,21421,1,17,
3250,21422,15,7,
3251,21423,1,16,
3252,21424,3,16,
3253,21425,1,16,
3254,21426,1,13,
3255,21427,1,16,
3256,21428,1,18,
3257,21429,1,13,
3258,21430,81,4,
3259,21431,1,18,
3260,21432,-1,-1,
3261,21433,1,16,
3262,21434,1,17,
3263,21435,3,16,
3264,21436,1,13,
3265,21437,1,13,
3266,21438,1,16,
3267,21439,1,17,
3268,21440,1,13,
3269,21441,73,2,
3270,21442,1,13,
3271,21443,1,16,
3272,21444,1,18,
3273,21445,1,13,
3274,21446,1,17,
3275,21447,11,9,
3276,21448,1,17,
3277,21449,7,10,
3278,21450,1,13,
3279,21451,1,17,
3280,21452,1,13,
3281,21453,1,13,
3282,21454,1,13,
3283,21455,1,17,
3284,21456,73,2,
3285,21457,15,9,
3286,21458,1,16,
3287,21459,1,16,
3288,21460,1,13,
3289,21461,1,18,
3290,21462,3,15,
3291,21463,85,1,
3292,21464,1,16,
3293,21465,11,9,
3294,21466,1,18,
3295,21467,11,9,
3296,21468,1,13,
3297,21469,1,16,
3298,21470,7,10,
3299,21471,1,13,
3300,21472,13,7,
3301,21473,91,1,
3302,21474,1,13,
3303,21475,1,13,
3304,21476,1,13,
3305,21477,-1,-1,
3306,21478,7,10,
3307,21479,15,9,
3308,21480,1,17,
3309,21481,69,2,
3310,21482,1,13,
3311,21483,1,13,
3312,21484,1,17,
3313,21485,79,2,
3314,21486,15,9,
3315,21487,1,18,
3316,21488,1,16,
3317,21489,1,16,
3318,21490,1,17,
3319,21491,7,11,
3320,21492,1,13,
3321,21493,7,11,
3322,21494,31,6,
3323,21495,1,13,
3324,21496,1,13,
3325,21497,1,13,
3326,21498,11,9,
3327,21499,1,13,
3328,21500,1,17,
3329,21501,1,16,
3330,21502,1,17,
3331,21503,1,18,
3332,21504,1,13,
3333,21505,-1,-1,
3334,21506,11,9,
3335,21507,1,17,
3336,21508,1,13,
3337,21509,-1,-1,
3338,21510,1,16,
3339,21511,1,18,
3340,21512,1,18,
3341,21513,-1,-1,
3342,21514,7,11,
3343,21515,1,17,
3344,21516,1,13,
3345,21517,1,18,
3346,21518,1,18,
3347,21519,3,16,
3348,21520,11,9,
3349,21521,7,11,
3350,21522,1,17,
3351,21523,1,16,
3352,21524,7,11,
3353,21525,-1,-1,
3354,21526,1,17,
3355,21527,1,17,
3356,21528,1,18,
3357,21529,1,13,
3358,21530,1,13,
3359,21531,72,1,
3360,21532,1,17,
3361,21533,1,13,
3362,21534,1,17,
3363,21535,15,9,
3364,21536,1,11,
3365,21537,1,18,
3366,21538,1,13,
3367,21539,1,16,
3368,21540,7,10,
3369,21541,3,15,
3370,21542,1,17,
3371,21543,1,13,
3372,21544,1,17,
3373,21545,1,16,
3374,21546,7,11,
3375,21547,1,18,
3376,21548,85,1,
3377,21549,7,11,
3378,21550,1,13,
3379,21551,1,17,
3380,21552,1,16,
3381,21553,1,13,
3382,21554,1,16,
3383,21555,1,18,
3384,21556,1,16,
3385,21557,1,18,
3386,21558,1,13,
3387,21559,1,18,
3388,21560,1,13,
3389,21561,-1,-1,
3390,21562,7,11,
3391,21563,7,11,
3392,21564,1,17,
3393,21565,1,16,
3394,21566,1,17,
3395,21567,1,16,
3396,21568,1,17,
3397,21569,7,11,
3398,21570,1,13,
3399,21571,1,18,
3400,21572,1,18,
3401,21573,1,18,
3402,21574,13,7,
3403,21575,-1,-1,
3404,21576,1,17,
3405,21577,1,15,
3406,21578,1,13,
3407,21579,1,13,
3408,21580,1,17,
3409,21581,-1,-1,
3410,21582,1,17,
3411,21583,1,17,
3412,21584,-1,-1,
3413,21585,1,13,
3414,21586,1,13,
3415,21587,1,13,
3416,21588,1,17,
3417,21589,1,16,
3418,21590,-1,-1,
3419,21591,1,13,
3420,21592,1,17,
3421,21593,1,17,
3422,21594,11,7,
3423,21595,1,13,
3424,21596,1,13,
3425,21597,11,9,
3426,21598,1,13,
3427,21599,1,18,
3428,21600,-1,-1,
3429,21601,1,17,
3430,21602,11,9,
3431,21603,-1,-1,
3432,21604,1,17,
3433,21605,1,13,
3434,21606,1,13,
3435,21607,1,17,
3436,21608,7,11,
3437,21609,1,18,
3438,21610,1,17,
3439,21611,1,17,
3440,21612,1,18,
3441,21613,1,15,
3442,21614,1,17,
3443,21615,1,13,
3444,21616,1,18,
3445,21617,11,9,
3446,21618,1,13,
3447,21619,3,16,
3448,21620,1,13,
3449,21621,1,18,
3450,21622,1,13,
3451,21623,1,13,
3452,21624,1,18,
3453,21625,1,16,
3454,21626,1,13,
3455,21627,1,13,
3456,21628,11,9,
3457,21629,1,13,
3458,21630,1,13,
3459,21631,1,18,
3460,21632,1,13,
3461,21633,7,11,
3462,21634,1,13,
3463,21635,1,13,
3464,21636,1,17,
3465,21637,1,17,
3466,21638,1,17,
3467,21639,1,18,
3468,21640,1,17,
3469,21641,1,16,
3470,21642,1,13,
3471,21643,1,13,
3472,21644,1,13,
3473,21645,1,17,
3474,21646,1,13,
3475,21647,1,17,
3476,21648,11,9,
3477,21649,87,1,
3478,21650,1,18,
3479,21651,1,18,
3480,21652,1,17,
3481,21653,11,9,
3482,21654,-1,-1,
3483,21655,1,17,
3484,21656,1,18,
3485,21657,1,18,
3486,21658,1,18,
3487,21659,1,13,
3488,21660,1,13,
3489,21661,1,17,
3490,21662,79,2,
3491,21663,1,18,
3492,21664,1,13,
3493,21665,11,9,
3494,21666,1,18,
3495,21667,1,13,
3496,21668,-1,-1,
3497,21669,1,17,
3498,21670,1,16,
3499,21671,1,13,
3500,21672,1,13,
3501,21673,1,17,
3502,21674,1,13,
3503,21675,1,13,
3504,21676,1,18,
3505,21677,1,17,
3506,21678,1,17,
3507,21679,1,13,
3508,21680,1,13,
3509,21681,1,18,
3510,21682,1,18,
3511,21683,1,16,
3512,21684,7,11,
3513,21685,1,13,
3514,21686,1,16,
3515,21687,1,16,
3516,21688,1,18,
3517,21689,13,7,
3518,21690,-1,-1,
3519,21691,1,17,
3520,21692,1,17,
3521,21693,1,13,
3522,21694,1,16,
3523,21695,1,17,
3524,21696,7,11,
3525,21697,1,13,
3526,21698,1,18,
3527,21699,1,13,
3528,21700,1,13,
3529,21701,1,18,
3530,21702,69,3,
3531,21703,1,17,
3532,21704,1,18,
3533,21705,1,18,
3534,21706,-1,-1,
3535,21707,1,13,
3536,21708,1,13,
3537,21709,11,8,
3538,21710,7,11,
3539,21711,1,17,
3540,21712,1,17,
3541,21713,1,17,
3542,21714,1,18,
3543,21715,1,13,
3544,21716,1,13,
3545,21717,1,17,
3546,21718,1,17,
3547,21719,1,18,
3548,21720,1,17,
3549,21721,11,9,
3550,21722,1,17,
3551,21723,7,11,
3552,21724,1,16,
3553,21725,1,17,
3554,21726,-1,-1,
3555,21727,1,17,
3556,21728,1,17,
3557,21729,3,16,
3558,21730,1,13,
3559,21731,6,14,
3560,21732,1,17,
3561,21733,69,3,
3562,21734,1,18,
3563,21735,1,13,
3564,21736,-1,-1,
3565,21737,-1,-1,
3566,21738,1,16,
3567,21739,1,13,
3568,21740,-1,-1,
3569,21741,1,18,
3570,21742,1,13,
3571,21743,1,17,
3572,21744,1,18,
3573,21745,1,13,
3574,21746,-1,-1,
3575,21747,1,18,
3576,21748,-1,-1,
3577,21749,1,13,
3578,21750,1,18,
3579,21751,1,13,
3580,21752,1,17,
3581,21753,7,11,
3582,21754,1,13,
3583,21755,1,13,
3584,21756,1,13,
3585,21757,1,13,
3586,21758,-1,-1,
3587,21759,1,18,
3588,21760,7,11,
3589,21761,15,9,
3590,21762,1,13,
3591,21763,1,18,
3592,21764,1,18,
3593,21765,3,16,
3594,21766,1,17,
3595,21767,3,16,
3596,21768,56,3,
3597,21769,1,13,
3598,21770,1,17,
3599,21771,11,7,
3600,21772,1,18,
3601,21773,1,17,
3602,21774,11,9,
3603,21775,1,17,
3604,21776,-1,-1,
3605,21777,1,13,
3606,21778,1,17,
3607,21779,1,13,
3608,21780,1,13,
3609,21781,1,13,
3610,21782,92,1,
3611,21783,1,13,
3612,21784,1,18,
3613,21785,1,13,
3614,21786,1,13,
3615,21787,1,13,
3616,21788,11,9,
3617,21789,1,13,
3618,21790,1,17,
3619,21791,1,13,
3620,21792,1,16,
3621,21793,7,11,
3622,21794,1,17,
3623,21795,1,13,
3624,21796,1,13,
3625,21797,1,13,
3626,21798,1,18,
3627,21799,11,9,
3628,21800,1,17,
3629,21801,1,16,
3630,21802,1,13,
3631,21803,1,13,
3632,21804,1,13,
3633,21805,1,17,
3634,21806,1,16,
3635,21807,1,13,
3636,21808,7,11,
3637,21809,11,8,
3638,21810,11,10,
3639,21811,79,1,
3640,21812,1,17,
3641,21813,1,18,
3642,21814,1,18,
3643,21815,1,13,
3644,21816,1,17,
3645,21817,7,11,
3646,21818,1,13,
3647,21819,7,11,
3648,21820,7,11,
3649,21821,1,13,
3650,21822,69,3,
3651,21823,1,13,
3652,21824,1,18,
3653,21825,79,3,
3654,21826,1,17,
3655,21827,1,17,
3656,21828,1,17,
3657,21829,1,17,
3658,21830,7,11,
3659,21831,1,16,
3660,21832,53,5,
3661,21833,1,18,
3662,21834,1,17,
3663,21835,1,18,
3664,21836,1,18,
3665,21837,1,18,
3666,21838,1,17,
3667,21839,1,17,
3668,21840,1,13,
3669,21841,1,18,
3670,21842,31,9,
3671,21843,1,18,
3672,21844,1,18,
3673,21845,1,13,
3674,21846,1,17,
3675,21847,7,11,
3676,21848,1,18,
3677,21849,1,13,
3678,21850,1,13,
3679,21851,1,17,
3680,21852,1,13,
3681,21853,1,17,
3682,21854,1,17,
3683,21855,1,18,
3684,21856,7,11,
3685,21857,1,18,
3686,21858,1,18,
3687,21859,11,9,
3688,21860,1,18,
3689,21861,1,17,
3690,21862,7,11,
3691,21863,1,13,
3692,21864,1,18,
3693,21865,1,16,
3694,21866,1,17,
3695,21867,1,18,
3696,21868,1,13,
3697,21869,1,13,
3698,21870,1,13,
3699,21871,1,13,
3700,21872,1,13,
3701,21873,-1,-1,
3702,21874,1,18,
3703,21875,1,13,
3704,21876,1,13,
3705,21877,1,17,
3706,21878,-1,-1,
3707,21879,91,2,
3708,21880,16,9,
3709,21881,-1,-1,
3710,21882,1,18,
3711,21883,1,17,
3712,21884,11,10,
3713,21885,1,18,
3714,21886,1,18,
3715,21887,1,17,
3716,21888,1,18,
3717,21889,1,13,
3718,21890,1,18,
3719,21891,1,13,
3720,21892,-1,-1,
3721,21893,1,17,
3722,21894,1,13,
3723,21895,-1,-1,
3724,21896,1,18,
3725,21897,1,17,
3726,21898,7,11,
3727,21899,1,17,
3728,21900,1,13,
3729,21901,1,13,
3730,21902,1,18,
3731,21903,1,18,
3732,21904,1,13,
3733,21905,1,18,
3734,21906,1,18,
3735,21907,-1,-1,
3736,21908,7,11,
3737,21909,1,13,
3738,21910,7,11,
3739,21911,1,18,
3740,21912,69,3,
3741,21913,7,11,
3742,21914,1,18,
3743,21915,1,13,
3744,21916,1,17,
3745,21917,1,17,
3746,21918,13,7,
3747,21919,13,7,
3748,21920,15,7,
3749,21921,1,18,
3750,21922,1,13,
3751,21923,1,17,
3752,21924,1,13,
3753,21925,1,13,
3754,21926,1,18,
3755,21927,87,1,
3756,21928,13,7,
3757,21929,1,13,
3758,21930,1,17,
3759,21931,1,18,
3760,21932,1,13,
3761,21933,-1,-1,
3762,21934,1,13,
3763,21935,1,17,
3764,21936,7,11,
3765,21937,1,13,
3766,21938,1,18,
3767,21939,7,11,
3768,21940,1,13,
3769,21941,1,18,
3770,21942,6,14,
3771,21943,1,17,
3772,21944,1,14,
3773,21945,1,17,
3774,21946,1,17,
3775,21947,92,1,
3776,21948,1,13,
3777,21949,1,17,
3778,21950,-1,-1,
3779,21951,7,11,
3780,21952,1,18,
3781,21953,1,13,
3782,21954,7,11,
3783,21955,1,18,
3784,21956,1,18,
3785,21957,7,11,
3786,21958,1,18,
3787,21959,1,18,
3788,21960,11,10,
3789,21961,1,18,
3790,21962,1,13,
3791,21963,1,18,
3792,21964,1,18,
3793,21965,1,17,
3794,21966,11,7,
3795,21967,1,18,
3796,21968,1,13,
3797,21969,1,14,
3798,21970,1,13,
3799,21971,11,10,
3800,21972,1,13,
3801,21973,1,13,
3802,21974,11,8,
3803,21975,13,7,
3804,21976,1,18,
3805,21977,1,13,
3806,21978,91,2,
3807,21979,7,11,
3808,21980,1,14,
3809,21981,1,14,
3810,21982,1,18,
3811,21983,1,17,
3812,21984,13,7,
3813,21985,1,17,
3814,21986,11,9,
3815,21987,1,13,
3816,21988,1,13,
3817,21989,1,18,
3818,21990,15,9,
3819,21991,1,18,
3820,21992,1,16,
3821,21993,1,16,
3822,21994,1,18,
3823,21995,1,18,
3824,21996,55,2,
3825,21997,1,18,
3826,21998,1,13,
3827,21999,1,18,
3828,22000,1,18,
